epoch,acc,loss,val_acc,val_loss
0,0.27468725048166215,2.0496037481057696,0.27368951612903225,1.8268790783420685
1,0.32871972318735726,1.8177497827978188,0.37651209677419356,1.6120195215748203
2,0.37702954485754653,1.6702726922328401,0.41229838709677419,1.5136327993485235
3,0.41243013045493992,1.5537611191216256,0.45614919354838712,1.3980012026525312
4,0.44064413095554966,1.4857805077306825,0.50151209677419351,1.3247670579341151
5,0.45847750865845149,1.4253316360297976,0.55241935483870963,1.2396408468484879
6,0.48695767898333653,1.3682794801282032,0.52066532258064513,1.2771703533587917
7,0.49467660368107597,1.3367181588018833,0.55645161290322576,1.1901250938254018
8,0.516103273888741,1.2906290558319253,0.55493951612903225,1.1642768190753074
9,0.51943039657716139,1.2555748518870682,0.57258064516129037,1.1214082337194873
10,0.52728240618307221,1.2264993191717277,0.58165322580645162,1.1145939029032184
11,0.55376630288538609,1.1814429857390085,0.58719758064516125,1.0864624943464034
12,0.55429864253393668,1.1610372823573567,0.59929435483870963,1.0672159940004349
13,0.56175139740740077,1.1455644667069265,0.594758064516129,1.0574998677738252
14,0.57186585044429317,1.1114578631954177,0.60181451612903225,1.032040181659883
15,0.5763907373221212,1.0905750256952911,0.5932459677419355,1.0215401971532452
16,0.58996539798733527,1.0581950610515949,0.641633064516129,0.9678197135367701
17,0.59675272830407733,1.031321895925295,0.62852822580645162,0.94841235683810321
18,0.60447165291455951,1.0131320045576282,0.60231854838709675,0.9863237279557413
19,0.60585106382978726,1.0242469855445497,0.63508064516129037,0.9397945380018603
20,0.61893979762866891,0.96416250320591057,0.65423387096774188,0.90478503511797992
21,0.62523289860516496,0.98854616429534781,0.58518145161290325,1.0067005325709619
22,0.62802768172435952,0.9527080239277429,0.65120967741935487,0.89001899765383807
23,0.62496672880468707,0.94213524862969211,0.65221774193548387,0.93496764739674909
24,0.63029012516327354,0.92838076768417699,0.63457661290322576,0.88864444244292473
25,0.63960606873527248,0.89797785552156584,0.655241935483871,0.86124931059537391
26,0.63667820069204151,0.9188643745009113,0.65877016129032262,0.87978270914285417
27,0.64812350276305319,0.87880267397596512,0.63911290322580649,0.91886823335962908
28,0.65610859731679783,0.87186339677633484,0.65473790322580649,0.84834166664269661
29,0.66329518235805407,0.84338084265435032,0.61441532258064513,0.96895543750255342
30,0.66183124835230356,0.84051047422989333,0.66885080645161288,0.81710248656811257
31,0.65783870112302611,0.8331589110201586,0.66834677419354838,0.83114763950147941
32,0.67886611659031204,0.80566510425655968,0.670866935483871,0.88026004885473563
33,0.67953154118669645,0.80567294963662028,0.66381048387096775,0.80381072721173685
34,0.67274421083822444,0.80082791843787449,0.66028225806451613,0.84553164844551398
35,0.674208144812245,0.79338477449211509,0.67691532258064513,0.79843147099018097
36,0.68618578650007733,0.77796741318188678,0.686491935483871,0.7990046504043764
37,0.68046313551216642,0.78114714345178105,0.67338709677419351,0.79584372980940732
38,0.68219323935012477,0.77586676966867962,0.69506048387096775,0.7564400160504926
39,0.69337237163652343,0.75318289842255293,0.68598790322580649,0.77236132660219747
40,0.69630023952110476,0.76321065007037925,0.67540322580645162,0.79388993569920141
41,0.6953686452590947,0.73456062972624947,0.69102822580645162,0.74319655207857005
42,0.70441841895922341,0.72724930733037751,0.70161290322580649,0.72348823722812439
43,0.70957446808510638,0.71395501107611559,0.69304435483870963,0.77362349845709344
44,0.71230687276441873,0.71336507227234081,0.67489919354838712,0.81641916594197672
45,0.70042587176960835,0.73399964109011584,0.69052419354838712,0.75438863663904132
46,0.71147191905264595,0.69769465843984535,0.68497983870967738,0.79523981242410602
47,0.70960873038584105,0.70410569823261016,0.70060483870967738,0.7416686704081874
48,0.71635638297872339,0.68599152149672205,0.69102822580645162,0.78418207168579102
49,0.71949920094768993,0.67065330312553084,0.69758064516129037,0.73078929344492571
