epoch,acc,loss,val_acc,val_loss
0,0.27069470322263789,2.0615246601805333,0.33870967741935482,1.77825506175718
1,0.32552568539124332,1.815748759238746,0.43397177419354838,1.55739819907373
2,0.37889273356798009,1.6754481523697573,0.46421370967741937,1.4585327506065369
3,0.40923609263502858,1.5712550773498764,0.4536290322580645,1.3907982240761481
4,0.43718392334705913,1.5133504363682666,0.50453629032258063,1.3689536865680449
5,0.46539792387543255,1.4380490724666657,0.52217741935483875,1.2585841109675746
6,0.47777482036710389,1.4033750284216269,0.54385080645161288,1.2211784691579881
7,0.50385946233697099,1.3428877294142894,0.54082661290322576,1.2208287429905706
8,0.51623635879691243,1.3116940079390258,0.5317540322580645,1.2121866383860189
9,0.52448762313526998,1.2664155152873977,0.54133064516129037,1.1648754352523434
10,0.51756720789449151,1.2635445970152488,0.47177419354838712,1.3512344605499698
11,0.53713068937982433,1.2291748867347134,0.56653225806451613,1.1172894970063241
12,0.54431727442108069,1.2162573946134696,0.58719758064516125,1.0886249590304591
13,0.55177002926281482,1.1808007219734424,0.55241935483870963,1.1245688224031078
14,0.56294916158094344,1.1571987689985124,0.57056451612903225,1.0883333115808425
15,0.5678733031674208,1.136157656559958,0.60080645161290325,1.0728435511550596
16,0.57426137875964867,1.1093745705673344,0.592741935483871,1.0670380597153017
17,0.58863454882629629,1.0923683141056515,0.58921370967741937,1.0451269875611029
18,0.58583976577849406,1.0816886128026308,0.57358870967741937,1.0515189132382792
19,0.58850146399744974,1.0829775546312268,0.59979838709677424,1.0058279962789627
20,0.59728506793676295,1.0538605834405284,0.61592741935483875,0.99226768074497096
21,0.59595421880745403,1.037624334667095,0.59022177419354838,1.0151882743643177
22,0.59635347351610324,1.0347193193968731,0.60332661290322576,0.99695453264059564
23,0.60354005858908955,1.0235452835376446,0.6401209677419355,0.95072819196408798
24,0.62044184192685903,0.99846366697529199,0.60534274193548387,0.9889790805116776
25,0.61511844563173235,0.99059816627766439,0.626008064516129,0.96527469831128276
26,0.62376896460734688,0.98581252372229955,0.61693548387096775,0.95630364408416135
27,0.63122171947287853,0.95624799178831432,0.59677419354838712,1.0231397185594804
28,0.63281873838680047,0.95198167223926555,0.626008064516129,0.91646694776511961
29,0.62909236095800092,0.96398493010597341,0.63508064516129037,0.89592615106413442
30,0.63055629497961629,0.9558929388974301,0.62046370967741937,0.9366754026662919
31,0.64226776686697085,0.93588627571433913,0.60383064516129037,0.98033659688888053
32,0.63202022890604204,0.92755205884460823,0.65120967741935487,0.85928740280289806
33,0.64319936120830579,0.92263457995321574,0.64768145161290325,0.88991898009853976
34,0.64240085180687212,0.90996560613811417,0.66330645161290325,0.84984011106914092
35,0.64492946503039905,0.91370270589834079,0.64213709677419351,0.89744928166750937
36,0.64905509715198295,0.88989250597117397,0.64364919354838712,0.88209887882394178
37,0.65970744680851068,0.87504966179741195,0.64616935483870963,0.86596809495841298
38,0.65823122006372115,0.87555087103320361,0.64868951612903225,0.8671846786333669
39,0.6639606068513163,0.8589521097730759,0.64717741935483875,0.86804087484075176
40,0.66289592763353988,0.85245279466848856,0.66885080645161288,0.81840912060391513
41,0.66129890871961794,0.86889626527200647,0.64868951612903225,0.84323283236834312
42,0.65890338042012742,0.85602895328901474,0.65372983870967738,0.81702599362019568
43,0.67540590895405783,0.83722303909667795,0.66028225806451613,0.81062289014939337
44,0.66861857866904573,0.82996402413152714,0.657258064516129,0.80678401310597692
45,0.6711471919243025,0.84052662705689751,0.65826612903225812,0.78799061080621136
46,0.67926537133862375,0.82577015124390285,0.63155241935483875,0.85923716570100472
47,0.67048176736758047,0.83085813600394454,0.6567540322580645,0.81014725445739688
48,0.6812616449611949,0.80793735344485462,0.66733870967741937,0.81867222007243867
49,0.67993079581602101,0.80955108014992139,0.66733870967741937,0.79279859940851893
