epoch,acc,loss,val_acc,val_loss
0,0.25472451425595011,2.3400716758770672,0.36743951612903225,1.7037214675257284
1,0.35134415758046378,1.7738964979020972,0.42288306451612906,1.5457038908235488
2,0.39459675273617312,1.6457715639891637,0.44909274193548387,1.4858212091269032
3,0.42667021561341617,1.5536124771631934,0.45564516129032256,1.4297929290802247
4,0.45129092360926271,1.4750617469343887,0.48739919354838712,1.309753188202458
5,0.47844024490796094,1.4090751467279083,0.50352822580645162,1.2740033917850064
6,0.49374500934767351,1.3510596691562611,0.49495967741935482,1.3766142740364997
7,0.50212935853470886,1.3145426424507261,0.49899193548387094,1.2372017940205913
8,0.52967793452222522,1.2587067553550917,0.53528225806451613,1.175537817420498
9,0.53606601014618294,1.2334937373469224,0.54284274193548387,1.2044793492363346
10,0.53912696306585539,1.222841473313637,0.563508064516129,1.1268806870906585
11,0.56068671812616444,1.1894864614320175,0.52016129032258063,1.2126905706620985
12,0.56308224650497984,1.1628008137556476,0.56703629032258063,1.127102653345754
13,0.57026883157796604,1.1319458445621864,0.56098790322580649,1.1388972747710444
14,0.57585839772116543,1.1061632910845982,0.5942540322580645,1.0621834844350815
15,0.58650519034314863,1.1054431584276734,0.60735887096774188,1.0076173928476149
16,0.58730369976044716,1.0767051830296825,0.58518145161290325,1.0484347136751297
17,0.58544051110950723,1.0799451775934139,0.60584677419354838,1.029341888523871
18,0.60340697364918816,1.049997658909779,0.58215725806451613,1.0261362872777446
19,0.60620175670492293,1.0441951138528383,0.5942540322580645,1.0876260825222539
20,0.61046047381400304,1.0182223466282232,0.6098790322580645,1.0082281772648134
21,0.61099281347841861,1.0093575581166538,0.59778225806451613,1.0332135651861467
22,0.61937716269321763,0.99043989819289835,0.59727822580645162,1.0004155258497884
23,0.61791322867160214,0.98480939620791963,0.59173387096774188,1.0290305085720555
24,0.62762842699984522,0.96993439426630268,0.58870967741935487,0.99503177308267166
25,0.63377659574468082,0.96226992657844057,0.61441532258064513,0.94013101607561111
26,0.6234683004636109,0.95805748214287267,0.62197580645161288,0.95131531790379553
27,0.64107000269342806,0.93258621577160583,0.5942540322580645,1.0360860589050478
28,0.64280010649965647,0.92138622198645537,0.6401209677419355,0.88397160845418132
29,0.65171679537887106,0.9009713194996618,0.61844758064516125,0.94410499497767419
30,0.65238221988799816,0.90317809340609245,0.63104838709677424,0.92877603033857958
31,0.64998669150918287,0.90061736582821283,0.63356854838709675,0.91723467698020322
32,0.6585041256480183,0.8685673464794631,0.64364919354838712,0.8572182907692848
33,0.65278147464424241,0.8793504781344802,0.609375,0.92916479346252256
34,0.65251530482789954,0.86221130988304051,0.63659274193548387,0.89175773219716159
35,0.65770561619898982,0.8639989666936243,0.63054435483870963,0.88500115972372795
36,0.66276284270950347,0.8463683904074023,0.63760080645161288,0.89966102713538754
37,0.67008251267479624,0.8395635064593141,0.64768145161290325,0.86839723322660689
38,0.66236358803258411,0.84263217468226181,0.64616935483870963,0.87002520503536351
39,0.66968325793441696,0.8258991267949557,0.641633064516129,0.85852076569872515
40,0.68006388081938207,0.81870746042996856,0.66129032258064513,0.84258972036261714
41,0.68206015444195334,0.79873535278981311,0.626008064516129,0.88297436194073764
42,0.6829917487674233,0.80813755064464987,0.64969758064516125,0.84462865009423227
43,0.67833377695762642,0.80646003755382123,0.62752016129032262,0.904269608759111
44,0.68498802238999446,0.79764129692231966,0.65171370967741937,0.8506426527615516
45,0.6776683524247018,0.80298596455564131,0.64969758064516125,0.83066367598310598
46,0.68206015439435841,0.78404501181255482,0.66633064516129037,0.83538557781327161
47,0.68804897526207198,0.76005026949572063,0.65171370967741937,0.88133738310106335
48,0.6876497205375578,0.76710377656972439,0.66784274193548387,0.86032363820460533
49,0.68844823000245126,0.77618034675396086,0.68497983870967738,0.79673435539007187
